ID парковки,Координаты,Адресный ориентир,Кол-во дуг,Решение по инспекции,,Категория,Показывать
1559,"55.706667, 37.585087","Ленинский проспект, 39Б",2,Уточнение не требуется,,,
1566,"55.648579, 37.512454","улица Миклухо- Маклая, 23",2,Уточнение не требуется,,,
1567,"55.649135, 37.511092","улица Миклухо- Маклая, 23",2,Уточнение не требуется,,,
1568,"55.665972, 37.544149","улица Архитектора Власова, 47",2,Уточнение не требуется,,,
1569,"55.657731, 37.540658","Профсоюзная улица, 80",2,Уточнение не требуется,,,
1570,"55.652263, 37.489016","Ленинский проспект, 119",2,Уточнение не требуется,,,
1571,"55.650349, 37.485260","Ленинский проспект, 121/1к1",2,Уточнение не требуется,,,
1573,"55.759373, 37.405989","Осенняя улица, 8к2",2,Уточнение не требуется,,,
1576,"55.724454, 37.827070","Вешняковская улица, 16А",2,Уточнение не требуется,,,
1578,"55.733950, 37.469465","Кастанаевская улица, 54с2",1,Уточнение не требуется,,,
1580,"55.732439, 37.461814","Кастанаевская улица, 60",2,Уточнение не требуется,,,
1581,"55.731879, 37.456743","Кастанаевская улица, 66",2,Замена на алюминиевую дугу,,,
1591,"55.653772, 37.500211","улица Миклухо- Маклая, 7",2,Уточнение не требуется,,,
1592,"55.653114, 37.501189",улица Миклухо-Маклая,1,Уточнение не требуется,,,
1595,"55.725455, 37.827889","Остановка НГПТ ""Кинотеатр Энтузиаст – Колледж""",1,Уточнение не требуется,,,
1596,"55.651982, 37.529503","улица Бутлерова, 9",2,Уточнение не требуется,,,
1597,"55.653244, 37.526430","улица Бутлерова, 5Бс1",2,Уточнение не требуется,,,
1604,"55.641705, 37.504639","улица Академика Волгина, 14к3",1,Уточнение не требуется,,,
1605,"55.723667, 37.451164","Кутузовский проспект, 71",2,Уточнение не требуется,,,
1608,"55.742385, 37.814629","Кетчерская улица, 2Бс1",2,Уточнение не требуется,,,
1612,"55.620276, 37.743539","улица Мусы Джалиля, 23А",2,Уточнение не требуется,,,
1618,"55.780426, 37.632157","проспект Мира, 33к1",2,Монтаж старой точки,,,
1619,"55.785218, 37.634707","проспект Мира, 57с1",2,Уточнение не требуется,,,
1621,"55.780215, 37.637590","Протопоповский переулок, 9с1",2,Уточнение не требуется,,,
1631,"(55.6345893, 37.5197341)",Метро Коньково выход 8,2,Уточнение не требуется,,,
1635,"55.610824, 37.745587","Воронежская улица, 17А",2,Уточнение не требуется,,,
1636,"55.656238, 37.537844","Профсоюзная улица, 82к1",2,Уточнение не требуется,,,
1637,"55.656237, 37.534621","Профсоюзная улица, 84/32",2,Уточнение не требуется,,,
1639,"55.656427, 37.539198","Профсоюзная улица, 82к1",2,Уточнение не требуется,,,
1642,"55.619870, 37.753401","Кустанайская улица, 3А",2,Уточнение не требуется,,,
1649,"55.736224, 37.467087","Малая Филёвская улица, 13",2,Уточнение не требуется,,,
1651,"55.785763, 37.637774","Банный переулок, 4с2",2,Монтаж старой точки,,,
1654,"55.623939, 37.759512","Бесединское шоссе, 15",1,Уточнение не требуется,,,
1664,"55.621851, 37.744614","улица Мусы Джалиля, 23/56",2,Уточнение не требуется,,,
1666,"55.585833, 37.682556","Лебедянская улица, 22к1",2,Уточнение не требуется,,,
1668,"55.792848, 37.636217","проспект Мира, 88с1",2,Уточнение не требуется,,,
1670,"55.691885, 37.550991","Ленинский проспект, 64/2",2,Уточнение не требуется,,,
1671,"55.688643, 37.543370","Ломоносовский проспект, 11/70",2,Уточнение не требуется,,,
1674,"55.634040, 37.769992","Братеевская улица, 18к3",1,Уточнение не требуется,,,
1676,"55.636433, 37.743511","улица Борисовские Пруды, 14к1",1,Уточнение не требуется,,,
1679,"55.634057, 37.518745",Станция метро Коньково (вых. 5),2,Уточнение не требуется,,,
1681,"55.810784, 37.606977","Остановка НГПТ ""Промэнерго""",1,Замена на алюминиевую дугу,,,
1686,"55.627552, 37.655132","Кавказский бульвар, 35к1",1,Уточнение не требуется,,,
1688,"55.597907, 37.620389","Дорожная улица, вл13",1,Уточнение не требуется,,,
1689,"55.640401, 37.623087","Варшавское шоссе, 95к1",1,Уточнение не требуется,,,
1690,"55.640375, 37.620687","Варшавское шоссе, 95к1",1,Монтаж старой точки,,,
1694,"55.612163, 37.614039","улица Подольских Курсантов, 3",1,Уточнение не требуется,,,
1695,"55.609889, 37.612063","улица Подольских Курсантов, 1с2",1,Уточнение не требуется,,,
1698,"55.782684, 37.703710","Большая Семёновская улица, 11с1",1,Замена на алюминиевую дугу,,,
1701,"55.783277, 37.706519","Нижний Журавлёв переулок, 6А",1,Уточнение не требуется,,,
1704,"55.784907, 37.711520","Малая Семёновская улица, 11",1,Уточнение не требуется,,,
1705,"55.784043, 37.711634","Малая Семёновская улица, 12с2",1,Уточнение не требуется,,,
1706,"55.782236, 37.711821","Мажоров переулок, 5",1,Уточнение не требуется,,,
1708,"55.783158, 37.714278","Семёновский переулок, 6",1,Уточнение не требуется,,,
1709,"55.783963, 37.715593","Малая Семёновская улица, 28с18",1,Монтаж старой точки,,,
1710,"55.778547, 37.732868","Кирпичная улица, 33с2",1,Уточнение не требуется,,,
1713,"55.630286, 37.515450","Профсоюзная улица, 128к2",1,Уточнение не требуется,,,
1714,"55.627705, 37.512290","Профсоюзная улица, 138",1,Уточнение не требуется,,,
1715,"55.626898, 37.511294","Профсоюзная улица, 140",1,Уточнение не требуется,,,
1720,"55.620131, 37.503898","Остановка НГПТ ""Метро Тёплый Стан""",1,Уточнение не требуется,,,
1721,"55.779089, 37.732273","1-й Кирпичный переулок, 2с8",1,Монтаж старой точки,,,
1722,"55.620728, 37.502156","улица Тёплый Стан, 1",1,Уточнение не требуется,,,
1725,"55.627598, 37.486472","улица Тёплый Стан, 6",1,Уточнение не требуется,,,
1726,"55.628853, 37.485393","улица Тёплый Стан, 10",1,Уточнение не требуется,,,
1727,"55.629413, 37.484289","улица Тёплый Стан, 14/2",1,Уточнение не требуется,,,
1728,"55.630603, 37.482886","улица Тёплый Стан, 14/2",1,Уточнение не требуется,,,
1729,"55.627983, 37.485503","улица Тёплый Стан, 23",1,Уточнение не требуется,,,
1733,"55.781571, 37.722631","Вельяминовская улица, 6",1,Монтаж старой точки,,,
1735,"55.780090, 37.718948","Измайловское шоссе, 3с2",1,Монтаж старой точки,,,
1736,"55.780491, 37.717667","Большая Семёновская улица, 55",1,Уточнение не требуется,,,
1744,"55.773870, 37.666142","Ольховская улица, 6с8",1,Уточнение не требуется,,,
1745,"55.785570, 37.717232","Малая Семёновская улица, 15/17к1",1,Уточнение не требуется,,,
1754,"55.773602, 37.665242","Ольховская улица, 4к1",1,Уточнение не требуется,,,
1758,"55.776036, 37.722979","Вольная улица, 1",1,Уточнение не требуется,,,
1760,"55.769709, 37.666478","Новая Басманная улица, 28с1",1,Замена на алюминиевую дугу,,,
1765,"55.769729, 37.658573","Новая Басманная улица, 15",1,Замена на алюминиевую дугу,,,
1772,"55.726296, 37.560553","Лужнецкий проезд, 1Ас2",1,Уточнение не требуется,,,
1774,"55.725498, 37.559562","Лужнецкий проезд, 1",1,Замена на алюминиевую дугу,,,
1775,"55.723837, 37.561133","улица Усачёва, 64",1,Уточнение не требуется,,,
1777,"55.726981, 37.580932","Комсомольский проспект, 28",1,Замена на алюминиевую дугу,,,
1778,"55.722487, 37.582678","2-я Фрунзенская улица, 5",1,Уточнение не требуется,,,
1779,"55.784828, 37.686824","улица Гастелло, 5А",1,Уточнение не требуется,,,
1783,"55.792990, 37.679300","Остановка НГПТ ""ПКиО Сокольники""",1,Уточнение не требуется,,,
1785,"55.789465, 37.682685","улица Стромынка, 2",1,Уточнение не требуется,,,
1786,"55.788912, 37.683555","Русаковская улица, 28с1А",1,Уточнение не требуется,,,
1788,"55.777938, 37.672321","Ольховская улица, 45с1",1,Монтаж старой точки,,,
1791,"55.709611, 37.471045","Нежинская улица, 6к1",1,Уточнение не требуется,,,
1793,"55.697544, 37.463956",Станция метро Аминьевская (вых. 7),1,Уточнение не требуется,,,
1794,"55.7221538, 37.5761859","3-я Фрунзенская улица, 14/37",1,Уточнение не требуется,,,
1795,"55.723886, 37.578438","Комсомольский проспект, 33/11",1,Уточнение не требуется,,,
1797,"55.7212671, 37.5781878","3-я Фрунзенская улица, 10",1,Уточнение не требуется,,,
1799,"55.745787, 37.582463","Остановка НГПТ ""Смоленская площадь""",1,Замена на алюминиевую дугу,,,
1803,"55.687124, 37.573287","улица Дмитрия Ульянова, 24/1",1,Уточнение не требуется,,,
1804,"55.683792, 37.569787","Профсоюзная улица, 7/12",1,Уточнение не требуется,,,
1805,"55.676197, 37.569266","Нахимовский проспект, 34",1,Уточнение не требуется,,,
1806,"55.779948, 37.667779","Краснопрудная улица, 30-34с1",1,Уточнение не требуется,,,
1808,"55.780194, 37.669021","Краснопрудная улица, 36с2",1,Уточнение не требуется,,,
1809,"55.783463, 37.718100","Малая Семёновская улица, 30с1",1,Уточнение не требуется,,,
1810,"55.634598, 37.478458","улица Академика Варги, 36",1,Уточнение не требуется,,,
1811,"55.815466, 37.692198","Краснобогатырская улица, 2с2",1,Уточнение не требуется,,,
1814,"55.770040, 37.681436","Посланников переулок, 3с2",1,Монтаж старой точки,,,
1816,"55.770405, 37.689516","Госпитальный переулок, 8",1,Монтаж старой точки,,,
1817,"55.763219, 37.684476","улица Радио, 23/9с2",1,Монтаж старой точки,,,
1819,"55.773104, 37.686628","Волховский переулок, 11",1,Монтаж старой точки,,,
1824,"55.771347, 37.672095","Новорязанская улица, 31/7к24",1,Замена на алюминиевую дугу,,,
1825,"55.773029, 37.674858","Спартаковская улица, 15с3",1,Замена на алюминиевую дугу,,,
1826,"55.771596, 37.665336","Новорязанская улица, 24",1,Уточнение не требуется,,,
1827,"55.772215, 37.661042","Новорязанская улица, 16/11с1",1,Замена на алюминиевую дугу,,,
1829,"55.770579, 37.657809","Басманный переулок, 1",1,Уточнение не требуется,,,
1830,"55.771841, 37.660715","Новорязанская улица, 18с5",1,Уточнение не требуется,,,
1832,"55.778986, 37.596984","Миусская площадь, 9с7",1,Уточнение не требуется,,,
1833,"55.779732, 37.595574","1-я Миусская улица, 18",1,Уточнение не требуется,,,
1834,"55.779049, 37.597039","1-я Миусская улица, 4",1,Уточнение не требуется,,,
1835,"55.778971, 37.597662","1-я Миусская улица, 2с1",1,Уточнение не требуется,,,
1836,"55.779189, 37.598023","1-я Миусская улица, 2с1",1,Уточнение не требуется,,,
1840,"55.774236, 37.592460","улица Чаянова, 7",1,Монтаж старой точки,,,
1845,"55.739011, 37.659815","переулок Маяковского, 3",1,Уточнение не требуется,,,
1846,"55.738785, 37.660390","Марксистская улица, 3с1",1,Уточнение не требуется,,,
1847,"55.738032, 37.661762","Марксистская улица, 3с1",1,Уточнение не требуется,,,
1848,"55.737923, 37.661846","Марксистская улица, 3с1",1,Уточнение не требуется,,,
1849,"55.737504, 37.662710","Марксистская улица, 5",1,Уточнение не требуется,,,
1850,"55.737105, 37.663418","Марксистская улица, 5",1,Уточнение не требуется,,,
1851,"55.736292, 37.664879","Марксистская улица, 7",1,Уточнение не требуется,,,
1852,"55.735904, 37.665296","Марксистская улица, 7",1,Уточнение не требуется,,,
1853,"55.735635, 37.665894","Марксистская улица, 7",1,Уточнение не требуется,,,
1854,"55.735467, 37.666196","Марксистская улица, 7",1,Уточнение не требуется,,,
1855,"55.735190, 37.666799","Марксистская улица, 9",1,Уточнение не требуется,,,
1858,"55.614036, 37.514358","Новоясеневский проспект, 4с11",1,Уточнение не требуется,,,
1859,"55.615376, 37.512448","Новоясеневский проспект, 4с1",1,Уточнение не требуется,,,
1861,"55.734316, 37.563988","Саввинская набережная, 19с1А",1,Замена на алюминиевую дугу,,,
1862,"55.737541, 37.568818","Саввинская набережная, 7А",1,Замена на алюминиевую дугу,,,
1863,"55.611290, 37.517833","Голубинская улица, 2",1,Уточнение не требуется,,,
1864,"55.739129, 37.570339","Саввинская набережная, 3",1,Замена на алюминиевую дугу,,,
1865,"55.740323, 37.571250","Остановка НГПТ ""Мост Богдана Хмельницкого""",1,Замена на алюминиевую дугу,,,
1872,"55.683371, 37.598999","Севастопольский проспект, 16",1,Уточнение не требуется,,,
1873,"55.681263, 37.597085","Севастопольский проспект, 20",1,Уточнение не требуется,,,
1875,"55.674005, 37.575557","Нахимовский проспект, 30/43",1,Уточнение не требуется,,,
1876,"55.674245, 37.573197","Нахимовский проспект, 39к1",1,Уточнение не требуется,,,
1877,"55.745391, 37.577255","Смоленская улица, 7",1,Замена на алюминиевую дугу,,,
1878,"55.745450, 37.577646","Смоленская улица, 7",1,Замена на алюминиевую дугу,,,
1879,"55.745486, 37.577965","Смоленская улица, 7",1,Замена на алюминиевую дугу,,,
1880,"55.745614, 37.578624","Смоленская улица, 7",1,Замена на алюминиевую дугу,,,
1881,"55.745394, 37.581478","Смоленская улица, 3",1,Замена на алюминиевую дугу,,,
1882,"55.607484, 37.529808","Новоясеневский проспект, 5к1",1,Уточнение не требуется,,,
1889,"55.662902, 37.577534","Севастопольский проспект, 28к3",1,Уточнение не требуется,,,
1890,"55.660231, 37.574512","Перекопская улица, 22",1,Уточнение не требуется,,,
1891,"55.659884, 37.574193","Севастопольский проспект, 28",1,Уточнение не требуется,,,
1893,"55.662518, 37.577116","Севастопольский проспект, 28к4",1,Уточнение не требуется,,,
1894,"55.667544, 37.582522","Севастопольский проспект, 24А",1,Уточнение не требуется,,,
1899,"55.786565, 37.729911","улица Ибрагимова, 29к31А",1,Уточнение не требуется,,,
1900,"55.786486, 37.729925","улица Ибрагимова, 29к31А",2,Уточнение не требуется,,,
1902,"55.784365, 37.733177","Мироновская улица, 9/28",1,Уточнение не требуется,,,
1909,"55.788605, 37.592475","Новослободская улица, 54/56",1,Замена на алюминиевую дугу,,,
1910,"55.647457, 37.503027","улица Академика Опарина, 4к1",1,Уточнение не требуется,,,
1911,"55.647799, 37.502314","улица Саморы Машела, 10",1,Уточнение не требуется,,,
1912,"55.648082, 37.501900","улица Миклухо- Маклая, 8с3",1,Уточнение не требуется,,,
1913,"55.648658, 37.498989","улица Саморы Машела, 4",1,Уточнение не требуется,,,
1915,"55.649922, 37.497313","улица Саморы Машела, 2А",1,Уточнение не требуется,,,
1916,"55.650193, 37.496546","улица Саморы Машела, 2",1,Уточнение не требуется,,,
1917,"55.651895, 37.492962","улица Саморы Машела, 1",1,Уточнение не требуется,,,
1924,"55.646045, 37.488595","улица Островитянова, 1с5",1,Уточнение не требуется,,,
1926,"55.644226, 37.494578","улица Островитянова, 7",1,Уточнение не требуется,,,
1927,"55.644135, 37.494817","улица Островитянова, 7",1,Уточнение не требуется,,,
1929,"55.691880, 37.561608","улица Дмитрия Ульянова, 5А",1,Монтаж старой точки,,,
1931,"55.686691, 37.555707","улица Вавилова, 61с11",1,Уточнение не требуется,,,
1932,"55.685674, 37.554434","улица Вавилова, 61с11",1,Уточнение не требуется,,,
1933,"55.685602, 37.571658","Профсоюзная улица, 3",1,Монтаж старой точки,,,
1940,"55.639761, 37.536235","улица Миклухо- Маклая, 38",1,Уточнение не требуется,,,
1945,"55.780265, 37.606053","Селезнёвская улица, 20",1,Монтаж старой точки,,,
1961,"55.783884, 37.596266","Лесная улица, 63/43с2",1,Уточнение не требуется,,,
1963,"55.781247, 37.592250","Лесная улица, 45",1,Уточнение не требуется,,,
1964,"55.681601, 37.566283","улица Кржижановского, 9/20",1,Уточнение не требуется,,,
1966,"55.684852, 37.568894","Профсоюзная улица, вл14",1,Уточнение не требуется,,,
1967,"55.678616, 37.564031","Профсоюзная улица, 19",1,Уточнение не требуется,,,
1971,"55.648761, 37.548662","улица Введенского, 6",1,Уточнение не требуется,,,
1972,"55.639816, 37.536951","улица Миклухо-Маклая, 38",1,Уточнение не требуется,,,
1974,"55.634197, 37.530783","улица Введенского, 32",1,Уточнение не требуется,,,
1976,"55.632225, 37.528354","улица Островитянова, 36",1,Уточнение не требуется,,,
1980,"55.652874, 37.546474","улица Обручева, 29с1",1,Уточнение не требуется,,,
1981,"55.660365, 37.559781","улица Намёткина, 16",1,Уточнение не требуется,,,
1985,"55.653535, 37.544789","улица Обручева, 29",1,Уточнение не требуется,,,
1986,"55.650779, 37.550616","улица Введенского, 2с5",1,Уточнение не требуется,,,
1989,"55.604044, 37.735586","Ясеневая улица, 26",1,Уточнение не требуется,,,
1990,"55.602510, 37.730316","Ясеневая улица, 12к2",1,Уточнение не требуется,,,
1991,"55.601879, 37.727612","жилой комплекс Ясеневая 14, 1",1,Уточнение не требуется,,,
2006,"55.610156, 37.708494","Ореховый бульвар, 7к1с2",1,Уточнение не требуется,,,
2012,"55.708557, 37.480929","Веерная улица, 1к1",1,Уточнение не требуется,,,
2014,"55.707649, 37.482329","Веерная улица, 1к1",1,Уточнение не требуется,,,
2018,"55.648294, 37.500888","улица Саморы Машела, 8",1,Уточнение не требуется,,,
2019,"55.647272, 37.498376","улица Саморы Машела, 4к3",1,Уточнение не требуется,,,
2021,"55.646777, 37.499514","улица Саморы Машела, 6к4",1,Замена на алюминиевую дугу,,,
2024,"55.737350, 37.658325","Воронцовская улица, 20с6",1,Монтаж старой точки,,,
2026,"(55.6452597, 37.4982543)","улица Островитянова, 9к2",1,Уточнение не требуется,,,
2027,"55.739780, 37.655604","Воронцовская улица, 6с1",1,Уточнение не требуется,,,
2029,"55.733614, 37.658879","Новоспасский проезд, 3",1,Замена на алюминиевую дугу,,,
2034,"55.792194, 37.597357","Тихвинская улица, 39с2",1,Уточнение не требуется,,,
2037,"55.792359, 37.595475","улица Сущёвский Вал, 13/1",1,Уточнение не требуется,,,
2048,"55.6249313, 37.5967434","Чертановская улица, 17/12",1,Уточнение не требуется,,,
2052,"55.715361, 37.519746",университетский проспект,1,Уточнение не требуется,,,
2063,"55.644593, 37.493775","улица Островитянова, 5",1,Уточнение не требуется,,,
2064,"55.644873, 37.494510","улица Островитянова, 5",1,Уточнение не требуется,,,
2065,"55.700018, 37.614221","Остановка НГПТ ""Спортивная школа Тринта""",1,Уточнение не требуется,,,
2067,"55.650147, 37.563792","улица Обручева, 65/54",1,Уточнение не требуется,,,
2070,"55.597593, 37.539351","Голубинская улица, 29к1",1,Уточнение не требуется,,,
2076,"55.606529, 37.533497",Станция метро Ясенево (вых. 8),1,Уточнение не требуется,,,
2078,"55.719439, 37.664089","Велозаводская улица, 1/1",1,Уточнение не требуется,,,
2079,"55.721236, 37.664025","улица Симоновский Вал, 15",1,Уточнение не требуется,,,
2080,"55.723078, 37.663946","улица Симоновский Вал, 15с2",1,Уточнение не требуется,,,
2081,"55.723469, 37.664238","улица Симоновский Вал, 13с3",1,Уточнение не требуется,,,
2085,"55.726772, 37.663828","улица Симоновский Вал, 7Б",1,Замена на алюминиевую дугу,,,
2086,"55.726911, 37.663547","улица Симоновский Вал, 7Б",1,Замена на алюминиевую дугу,,,
2087,"55.727696, 37.663014","улица Симоновский Вал, 7Ас2",1,Монтаж старой точки,,,
2088,"55.728831, 37.662487","улица Крутицкий Вал, 24",1,Монтаж старой точки,,,
2092,"55.731986, 37.665133","Воронцовская улица, 50",1,Уточнение не требуется,,,
2093,"55.731454, 37.663062","3-й Крутицкий переулок, 16",1,Уточнение не требуется,,,
2095,"55.731231, 37.662163","2-й Динамовский переулок, 3",1,Уточнение не требуется,,,
2096,"55.731156, 37.660695","Динамовская улица, 9с2",1,Замена на алюминиевую дугу,,,
2098,"55.731581, 37.660379","Динамовская улица, 9с2",1,Замена на алюминиевую дугу,,,
2100,"55.732243, 37.660072","Крестьянский тупик, 14-16",1,Уточнение не требуется,,,
2103,"55.732883, 37.659503","Лавров переулок, 5",1,Уточнение не требуется,,,
2108,"55.737716, 37.654849","улица Большие Каменщики, 9сС",1,Замена на алюминиевую дугу,,,
2109,"55.738671, 37.654237","улица Большие Каменщики, 7",1,Замена на алюминиевую дугу,,,
2110,"55.739307, 37.653944","улица Большие Каменщики, 3с2",1,Замена на алюминиевую дугу,,,
2111,"55.746391, 37.670833","улица Сергия Радонежского, 2",1,Монтаж старой точки,,,
2112,"55.740088, 37.653666","Воронцовская улица, 4с3",1,Замена на алюминиевую дугу,,,
2113,"55.746613, 37.674256","улица Сергия Радонежского, 8",1,Монтаж старой точки,,,
2114,"55.746523, 37.673546","улица Сергия Радонежского, 8",1,Монтаж старой точки,,,
2115,"55.740786, 37.654142","Таганская площадь, 10",1,Замена на алюминиевую дугу,,,
2116,"55.746463, 37.672091","улица Сергия Радонежского, 4",1,Монтаж старой точки,,,
2118,"55.740588, 37.656789","Марксистская улица, 4",1,Монтаж старой точки,,,
2119,"55.741155, 37.656434","Таганская улица, 2",1,Замена на алюминиевую дугу,,,
2120,"55.607851, 37.525383","Новоясеневский проспект, 3",1,Уточнение не требуется,,,
2121,"55.598659, 37.528064","Голубинская улица, 23Ас1",1,Уточнение не требуется,,,
2122,"55.613704, 37.515385","Новоясеневский проспект, 3Ас3",1,Уточнение не требуется,,,
2123,"55.610367, 37.519874","Остановка НГПТ ""Новоясеневский проспект, 12""",1,Уточнение не требуется,,,
2124,"55.604094, 37.511215","Голубинская улица, 9",1,Уточнение не требуется,,,
2125,"55.640788, 37.613937","Балаклавский проспект, 1",1,Уточнение не требуется,,,
2126,"55.633659, 37.618811","Варшавское шоссе, 116",1,Уточнение не требуется,,,
2127,"55.632849, 37.617570","Варшавское шоссе, 116",1,Уточнение не требуется,,,
2133,"55.646903, 37.575835","Балаклавский проспект, 38",1,Уточнение не требуется,,,
2134,"55.648896, 37.567609","Балаклавский проспект, 52к2",1,Уточнение не требуется,,,
2137,"55.672773, 37.526375","Ленинский проспект, 95",1,Уточнение не требуется,,,
2138,"55.699091, 37.574292","улица Вавилова, 30/6",1,Уточнение не требуется,,,
2139,"55.747608, 37.680424","Гжельский переулок, 19",1,Монтаж старой точки,,,
2140,"55.747578, 37.679035","улица Сергия Радонежского, 27с2",1,Монтаж старой точки,,,
2141,"55.747128, 37.675935","улица Сергия Радонежского, 13с1",1,Монтаж старой точки,,,
2142,"55.746995, 37.673594","улица Сергия Радонежского, 5с1",1,Монтаж старой точки,,,
2144,"55.747253, 37.670104","Андроньевская площадь, 5",1,Замена на алюминиевую дугу,,,
2145,"55.747645, 37.669834","Андроньевская площадь, 5",1,Замена на алюминиевую дугу,,,
2151,"55.776119, 37.602958","Долгоруковская улица, 25",1,Уточнение не требуется,,,
2161,"55.752802, 37.724323","Остановка НГПТ ""Дом культуры Компрессор""",1,Замена на алюминиевую дугу,,,
2163,"55.8045131, 37.4718956","улица Маршала Василевского, 5к1",1,Уточнение не требуется,,,
2166,"55.850049, 37.422378","Туристская улица, 13к2",1,Монтаж старой точки,,,
2168,"55.772758, 37.602496","улица Фадеева, 2",1,Уточнение не требуется,,,
2169,"55.771509, 37.598740","4-я Тверская-Ямская улица, 2/11с1",1,Уточнение не требуется,,,
2170,"55.771007, 37.597463","Оружейный переулок, 3с1",1,Уточнение не требуется,,,
2171,"55.771301, 37.594372","1-я Тверская-Ямская улица, 2",1,Уточнение не требуется,,,
2172,"55.806043, 37.394836","Строгинский бульвар, 1",1,Уточнение не требуется,,,
2174,"55.693117, 37.537253","проспект Вернадского, 7",1,Уточнение не требуется,,,
2177,"55.671178, 37.586011","Нахимовский проспект, 24с9",1,Уточнение не требуется,,,
2178,"(55.8486511, 37.5203889)",3й лихачёвский переулок,1,Уточнение не требуется,,,
2179,"55.837159, 37.538230","Михалковская улица, 4",1,Монтаж старой точки,,,
2180,"55.839091, 37.529963","Михалковская улица, 20",1,Уточнение не требуется,,,
2182,"55.868609, 37.562905","Дубнинская улица, 16к1",1,Уточнение не требуется,,,
2184,"55.900179, 37.585913","Алтуфьевское шоссе, 93",1,Уточнение не требуется,,,
2185,"56.001619, 37.210738","площадь Юности, 2с1",1,Уточнение не требуется,,,
2187,"55.993570, 37.213389","Зеленоград, к438",1,Уточнение не требуется,,,
2190,"55.968092, 37.149668","Георгиевский проспект, 37к1",2,Уточнение не требуется,,,
2192,"55.771897, 37.600004","Оружейный переулок, 15с1",1,Уточнение не требуется,,,
2193,"55.770305, 37.595891","1-я Тверская-Ямская улица, 2",1,Уточнение не требуется,,,
2194,"55.771889, 37.593187","1-я Тверская-Ямская улица, 8",1,Уточнение не требуется,,,
2199,"55.603178, 37.622493","Дорожная улица, 20к1",1,Уточнение не требуется,,,
2200,"55.772527, 37.592142","1-я Тверская-Ямская улица, 14",1,Уточнение не требуется,,,
2201,"55.772359, 37.592365","1-я Тверская-Ямская улица, 12",1,Уточнение не требуется,,,
2202,"55.773496, 37.590429","улица Чаянова, 1/20",1,Уточнение не требуется,,,
2203,"55.773056, 37.591171","1-я Тверская-Ямская улица, 18",1,Уточнение не требуется,,,
2210,"55.650745, 37.534060","Профсоюзная улица, 67Ас1",1,Уточнение не требуется,,,
2212,"55.671579, 37.586754","Нахимовский проспект, 24с9",1,Уточнение не требуется,,,
2213,"55.670769, 37.585887","Нахимовский проспект, 24с1",1,Уточнение не требуется,,,
2214,"55.705341, 37.480833","Веерная улица, 1к5",1,Уточнение не требуется,,,
2215,"55.705212, 37.480592","Веерная улица, 1к5",1,Уточнение не требуется,,,
2216,"55.704657, 37.479660","Матвеевская улица, 1Б",1,Уточнение не требуется,,,
2217,"55.704116, 37.478697",матвеевская улица,1,Уточнение не требуется,,,
2218,"55.702642, 37.471615","Матвеевская улица, 16к1",1,Замена на алюминиевую дугу,,,
2220,"55.689855, 37.530757","улица Строителей, 10/9",1,Уточнение не требуется,,,
2221,"55.714515, 37.608315","улица Лестева, 21/61к1",1,Уточнение не требуется,,,
2222,"55.716307, 37.609032","улица Шухова, 21",1,Уточнение не требуется,,,
2223,"55.716067, 37.617893","Городская улица, 4",1,Монтаж старой точки,,,
2224,"55.718215, 37.618130","Мытная улица, 50",1,Монтаж старой точки,,,
2226,"55.717272, 37.618892","Мытная улица, 52",1,Уточнение не требуется,,,
2227,"55.703136, 37.462925","Матвеевская улица, 28",1,Уточнение не требуется,,,
2228,"55.624131, 37.709185","Каширское шоссе, 80",1,Уточнение не требуется,,,
2230,"55.623853, 37.708676","Каширское шоссе, 84к1",1,Уточнение не требуется,,,
2232,"55.812544, 37.571773","улица Костякова, 9",1,Уточнение не требуется,,,
2239,"55.825650, 37.647054","проспект Мира, 182",1,Уточнение не требуется,,,
2243,"55.786276, 37.726891","Ткацкая улица, 15",1,Уточнение не требуется,,,
2245,"55.656816, 37.570137","улица Каховка, 29А",1,Уточнение не требуется,,,
2247,"55.670598, 37.529975","улица Академика Пилюгина, 22к1",1,Уточнение не требуется,,,
2248,"55.641238, 37.549546","Севастопольский проспект, 56/40с1",1,Уточнение не требуется,,,
2249,"55.634087, 37.521982","улица Островитянова, 31",1,Уточнение не требуется,,,
2251,"55.663333, 37.508539","улица Лобачевского, 3",1,Уточнение не требуется,,,
2255,"55.776576, 37.585216","улица Бутырский Вал, 2",1,Уточнение не требуется,,,
2257,"55.606247, 37.607915","улица Подольских Курсантов, 2к2",1,Уточнение не требуется,,,
2259,"55.621565, 37.615326","Варшавское шоссе, 127",1,Уточнение не требуется,,,
2264,"55.647434, 37.577481","Керченская улица, 13с3А",1,Монтаж старой точки,,,
2266,"55.589139, 37.607809","улица Газопровод, 4с1",1,Уточнение не требуется,,,
2267,"55.588952, 37.613458","Дорожная улица, 40",1,Уточнение не требуется,,,
2268,"55.589033, 37.614447",Станция МЦД Красный Строитель (вых. 2),1,Уточнение не требуется,,,
2269,"55.589894, 37.598538","Варшавское шоссе, 152к11",1,Уточнение не требуется,,,
2271,"55.587488, 37.597779","Варшавское шоссе, 154к2",1,Уточнение не требуется,,,
2272,"55.583445, 37.596396","Варшавское шоссе, 158к2",1,Уточнение не требуется,,,
2275,"55.690675, 37.550882","Ленинский проспект, 69",1,Уточнение не требуется,,,
